id,date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories,weekday,total_sleep_records,total_minutes_asleep,total_time_in_bed
3372868164,2016-04-04,5861,4.01999998092651,4.01999998092651,0,1.29999995231628,0.219999998807907,2.49000000953674,0.00999999977648258,20,7,233,1180,1878,Montag,NA,NA,NA
3977333714,2016-04-04,11943,7.98999977111816,7.98999977111816,0,1.02999997138977,2.00999999046326,4.94999980926514,0,16,43,297,710,1648,Montag,NA,NA,NA
3977333714,2016-04-11,3108,2.14000010490417,2.14000010490417,0,0.0700000002980232,0.0399999991059303,1.96000003814697,0,1,1,129,894,1223,Montag,NA,NA,NA
4020332650,2016-03-14,3023,2.17000007629395,2.17000007629395,0,0,0,2.14000010490417,0,0,0,145,1005,2570,Montag,NA,NA,NA
4020332650,2016-03-21,8778,6.28999996185303,6.28999996185303,0,0,0,0,0,0,0,0,1440,3348,Montag,NA,NA,NA
4020332650,2016-03-28,2106,1.50999999046326,1.50999999046326,0,0.0199999995529652,0.0500000007450581,0.209999993443489,0,31,45,75,1289,4010,Montag,NA,NA,NA
4020332650,2016-04-04,6429,4.59999990463257,4.59999990463257,0,0,0.949999988079071,3.65000009536743,0,0,28,193,741,3118,Montag,NA,NA,NA
4020332650,2016-04-11,2993,2.15000009536743,2.15000009536743,0,0,0,2.08999991416931,0,0,0,114,888,2507,Montag,NA,NA,NA
4057192912,2016-03-14,8433,6.23000001907349,6.23000001907349,0,2.45000004768372,0.330000013113022,3.44000005722046,0,30,7,135,1268,2453,Montag,NA,NA,NA
4057192912,2016-03-21,2660,1.94000005722046,1.94000005722046,0,0,0,1.94000005722046,0,0,0,46,1394,1978,Montag,NA,NA,NA
4057192912,2016-03-28,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,1439,1778,Montag,NA,NA,NA
4057192912,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Montag,NA,NA,NA
4057192912,2016-04-11,6801,4.98000001907349,4.98000001907349,0,0,0,4.96999979019165,0,0,0,193,1247,2393,Montag,NA,NA,NA
4319703577,2016-04-04,10067,6.76000022888184,6.76000022888184,0,0.360000014305115,1.41999995708466,4.96999979019165,0,5,39,313,578,2308,Montag,NA,NA,NA
4388161847,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,1440,1878,Montag,NA,NA,NA
4445114986,2016-04-04,2422,1.62999999523163,1.62999999523163,0,0,0,1.62999999523163,0,0,0,110,1330,1935,Montag,NA,NA,NA
4445114986,2016-04-11,5986,4.13000011444092,4.13000011444092,0,1.95000004768372,0.230000004172325,1.95000004768372,0,23,5,195,789,2297,Montag,NA,NA,NA
4558609924,2016-04-04,8205,5.42000007629395,5.42000007629395,0,0,0,5.42000007629395,0,0,0,367,1073,2078,Montag,NA,NA,NA
4558609924,2016-04-11,8828,5.84000015258789,5.84000015258789,0,0,0,5.84000015258789,0,0,0,308,1132,2149,Montag,NA,NA,NA
4702921684,2016-04-04,7810,6.3600001335144,6.3600001335144,0,0.479999989271164,1.20000004768372,4.67999982833862,0,6,27,216,746,2931,Montag,NA,NA,NA
4702921684,2016-04-11,6499,5.26999998092651,5.26999998092651,0,0,0,5.26999998092651,0,0,0,207,809,2677,Montag,NA,NA,NA
5553957443,2016-04-04,8921,5.88000011444092,5.88000011444092,0,2.0699999332428,0.439999997615814,3.35999989509583,0,27,8,198,754,1892,Montag,NA,NA,NA
5553957443,2016-04-11,11906,7.76999998092651,7.76999998092651,0,2.25999999046326,1.51999998092651,3.99000000953674,0,32,27,234,688,2065,Montag,NA,NA,NA
5577150313,2016-04-04,7401,5.55999994277954,5.55999994277954,0,2.3199999332428,0.360000014305115,2.88000011444092,0,70,19,204,689,3492,Montag,NA,NA,NA
5577150313,2016-04-11,2862,2.14000010490417,2.14000010490417,0,1.03999996185303,0.25,0.839999973773956,0,39,17,54,209,1511,Montag,NA,NA,NA
6117666160,2016-04-04,8468,6.3899998664856,6.3899998664856,0,0.180000007152557,0.639999985694885,5.57000017166138,0,2,11,279,1148,2262,Montag,NA,NA,NA
6290855005,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,1440,2060,Montag,NA,NA,NA
6391747486,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,1440,1820,Montag,NA,NA,NA
6775888955,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,1440,1841,Montag,NA,NA,NA
6962181067,2016-04-04,18952,12.8000001907349,12.8000001907349,0,5.90999984741211,1.23000001907349,5.65999984741211,0,73,20,327,570,2437,Montag,NA,NA,NA
6962181067,2016-04-11,12362,9.09000015258789,8.17000007629395,2.69645500183105,1.0900000333786,2.73000001907349,5.26999998092651,0,21,38,297,678,2188,Montag,NA,NA,NA
7007744171,2016-04-04,15266,11.3999996185303,10.210000038147,5.18984985351563,5.80000019073486,0.759999990463257,4.78999996185303,0.0500000007450581,70,21,292,1057,2886,Montag,NA,NA,NA
7007744171,2016-04-11,12168,8.14000034332275,8.14000034332275,0,1.04999995231628,0.790000021457672,6.28999996185303,0,18,27,375,1020,2871,Montag,NA,NA,NA
7086361926,2016-04-04,6101,3.86999988555908,3.86999988555908,0,0.529999971389771,0.230000004172325,3.09999990463257,0,31,24,138,1247,2421,Montag,NA,NA,NA
7086361926,2016-04-11,6242,3.92000007629395,3.92000007629395,0,0.740000009536743,0.230000004172325,2.9300000667572,0,46,22,126,741,2543,Montag,NA,NA,NA
8053475328,2016-04-04,17395,13.210000038147,13.210000038147,0,9.67000007629395,0.180000007152557,3.34999990463257,0,100,4,213,1123,3209,Montag,NA,NA,NA
8053475328,2016-04-11,16064,12.7200002670288,12.7200002670288,0,9.97999954223633,0.360000014305115,2.38000011444092,0,96,8,155,1181,3097,Montag,NA,NA,NA
8253242879,2016-04-04,0,0,0,0,0,0,0,0,0,0,0,1440,1429,Montag,NA,NA,NA
8253242879,2016-04-11,1636,1.08000004291534,1.08000004291534,0,0,0,1.08000004291534,0,0,0,86,1139,1377,Montag,NA,NA,NA
8378563200,2016-04-04,13935,11.0500001907349,11.0500001907349,2.0921471118927,4.09000015258789,0.790000021457672,6.17000007629395,0,105,16,220,658,4234,Montag,NA,NA,NA
8378563200,2016-04-11,8837,7.01000022888184,7.01000022888184,2.0921471118927,1.53999996185303,0.879999995231628,4.59000015258789,0,74,17,182,811,3775,Montag,NA,NA,NA
8583815059,2016-04-04,3159,2.46000003814697,2.46000003814697,0,0,0,2.46000003814697,0,0,0,147,1293,2462,Montag,NA,NA,NA
8792009665,2016-04-04,3821,2.45000004768372,2.45000004768372,0,0,0.219999998807907,2.23000001907349,0,0,9,161,675,2229,Montag,NA,NA,NA
8792009665,2016-04-11,178,0.109999999403954,0.109999999403954,0,0,0,0.109999999403954,0,0,0,12,1428,1725,Montag,NA,NA,NA
8877689391,2016-04-04,20779,18.4099998474121,18.4099998474121,0,11.7299995422363,0.649999976158142,6,0,78,16,208,1138,3662,Montag,NA,NA,NA
8877689391,2016-04-11,10622,8.0600004196167,8.0600004196167,0,1.47000002861023,0.150000005960464,6.36999988555908,0.00999999977648258,18,7,225,1190,2820,Montag,NA,NA,NA
1503960366,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,277,323
1503960366,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,277,309
1503960366,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,338,342
1644430081,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,796,961
2026352035,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,506,531
2026352035,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,511,543
2026352035,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,531,556
2347167796,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,500,557
2347167796,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,433,471
3977333714,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,2,412,522
3977333714,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,262,467
3977333714,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,230,384
4319703577,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,515,551
4319703577,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,488,506
4319703577,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,478,506
4319703577,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,535,565
4388161847,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,99,104
4388161847,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,2,368,376
4388161847,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,62,65
4445114986,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,328,345
4445114986,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,502,542
4445114986,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,457,533
4702921684,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,293,312
4702921684,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,370,380
4702921684,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,435,458
5553957443,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,2,520,541
5553957443,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,433,468
5553957443,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,409,471
5553957443,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,453,494
5577150313,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,527,553
5577150313,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,421,461
5577150313,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,2,525,553
6117666160,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,2,493,510
6117666160,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,492,522
6962181067,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,442,458
6962181067,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,400,415
6962181067,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,466,482
6962181067,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,489,497
7086361926,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,446,447
7086361926,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,440,459
7086361926,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,427,438
8378563200,2016-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,398,451
8378563200,2016-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,388,402
8378563200,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,351,385
8378563200,2016-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,359,399
8792009665,2016-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Montag,1,415,423
1503960366,2016-03-29,12041,7.84999990463257,7.84999990463257,0,2.16000008583069,1.0900000333786,4.6100001335144,0,28,28,243,763,1886,Dienstag,NA,NA,NA
1503960366,2016-04-05,14844,9.72999954223633,9.72999954223633,0,2.94000005722046,0.759999990463257,6.03999996185303,0,36,18,341,736,2083,Dienstag,NA,NA,NA
1503960366,2016-04-12,224,0.140000000596046,0.140000000596046,0,0,0,0.129999995231628,0,0,0,9,32,50,Dienstag,1,327,346
1624580081,2016-03-29,1552,1.00999999046326,1.00999999046326,0,0,0,1,0,0,0,66,1374,1300,Dienstag,NA,NA,NA
1624580081,2016-04-05,1335,0.870000004768372,0.870000004768372,0,0,0,0.870000004768372,0,0,0,74,1366,1308,Dienstag,NA,NA,NA
1624580081,2016-04-12,6627,4.30999994277954,4.30999994277954,0,0,0,4.30999994277954,0,0,0,89,604,706,Dienstag,NA,NA,NA
1644430081,2016-04-05,9921,7.21000003814697,7.21000003814697,0,0.340000003576279,1.51999998092651,5.3600001335144,0,5,35,219,1181,3098,Dienstag,NA,NA,NA
1844505072,2016-04-05,0,0,0,0,0,0,0,0,0,0,0,1440,1347,Dienstag,NA,NA,NA
1844505072,2016-04-12,0,0,0,0,0,0,0,0,0,0,0,426,399,Dienstag,NA,NA,NA
1927972279,2016-04-05,2234,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,108,912,2344,Dienstag,NA,NA,NA
1927972279,2016-04-12,24,0.0199999995529652,0.0199999995529652,0,0,0,0.0199999995529652,0,0,0,3,161,942,Dienstag,3,750,775
2022484408,2016-04-05,10805,7.59000015258789,7.59000015258789,0,0.720000028610229,0.980000019073486,5.8899998664856,0,36,37,298,1069,2735,Dienstag,NA,NA,NA
2022484408,2016-04-12,6717,4.71999979019165,4.71999979019165,0,3.23000001907349,0.219999998807907,1.26999998092651,0,41,5,67,551,1140,Dienstag,NA,NA,NA
2026352035,2016-04-05,5645,3.5,3.5,0,0,0,3.5,0,0,0,248,621,1538,Dienstag,NA,NA,NA
2026352035,2016-04-12,1019,0.629999995231628,0.629999995231628,0,0,0,0.629999995231628,0,0,0,64,223,600,Dienstag,1,503,546
2320127002,2016-04-05,4931,3.3199999332428,3.3199999332428,0,0,0,3.3199999332428,0,0,0,175,1265,1708,Dienstag,NA,NA,NA
2320127002,2016-04-12,2098,1.4099999666214,1.4099999666214,0,0,0,1.4099999666214,0,0,0,69,617,790,Dienstag,NA,NA,NA
2347167796,2016-03-29,10272,6.78999996185303,6.78999996185303,0,0.159999996423721,3.11999988555908,3.5,0,2,58,208,700,2041,Dienstag,NA,NA,NA
2347167796,2016-04-05,10114,6.82000017166138,6.82000017166138,0,1.63999998569489,0.479999989271164,4.67999982833862,0,18,9,269,696,2096,Dienstag,NA,NA,NA
2347167796,2016-04-12,0,0,0,0,0,0,0,0,0,0,0,425,399,Dienstag,NA,NA,NA
2873212765,2016-04-05,8432,5.67000007629395,5.67000007629395,0,0,0,5.65000009536743,0.00999999977648258,0,0,374,1066,1953,Dienstag,NA,NA,NA
2873212765,2016-04-12,0,0,0,0,0,0,0,0,0,0,0,1440,0,Dienstag,NA,NA,NA
2891001357,2016-03-29,0,0,0,0,0,0,0,0,0,0,0,1440,1920,Dienstag,NA,NA,NA
2891001357,2016-04-05,2063,1.61000001430511,0,1.60934400558472,0,0,1.61000001430511,0,0,0,630,99,1144,Dienstag,NA,NA,NA
3372868164,2016-04-05,4460,3.03999996185303,3.03999996185303,0,0,0,3.01999998092651,0.0299999993294477,0,0,248,1192,1787,Dienstag,NA,NA,NA
3977333714,2016-04-05,12303,8.22999954223633,8.22999954223633,0,1.71000003814697,1.35000002384186,5.17000007629395,0,26,32,291,605,1649,Dienstag,NA,NA,NA
3977333714,2016-04-12,759,0.569999992847443,0.569999992847443,0,0,0,0.569999992847443,0,0,0,17,187,182,Dienstag,1,274,469
4020332650,2016-03-15,5906,4.23000001907349,4.23000001907349,0,0,0.159999996423721,4.03999996185303,0,0,10,215,874,3016,Dienstag,NA,NA,NA
4020332650,2016-03-22,6662,4.78000020980835,4.78000020980835,0,0,0,0,0,0,0,0,1440,3162,Dienstag,NA,NA,NA
4020332650,2016-03-29,4152,2.98000001907349,2.98000001907349,0,0,0,2.96000003814697,0,0,0,187,1253,2976,Dienstag,NA,NA,NA
4020332650,2016-04-05,6880,4.92999982833862,4.92999982833862,0,0.5,0.759999990463257,3.65000009536743,0,7,19,165,1249,2966,Dienstag,NA,NA,NA
4020332650,2016-04-12,8,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,1,321,446,Dienstag,1,501,541
4057192912,2016-03-15,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Dienstag,NA,NA,NA
4057192912,2016-03-22,5561,4.19000005722046,4.19000005722046,0,0,0,4.07000017166138,0,0,0,169,1271,2296,Dienstag,NA,NA,NA
4057192912,2016-03-29,5137,3.75999999046326,3.75999999046326,0,0,0,3.75999999046326,0,0,0,160,1280,2293,Dienstag,NA,NA,NA
4057192912,2016-04-05,0,0,0,0,0,0,0,0,0,0,0,1440,1776,Dienstag,NA,NA,NA
4057192912,2016-04-12,187,0.140000000596046,0.140000000596046,0,0,0,0.140000000596046,0,0,0,11,400,538,Dienstag,NA,NA,NA
4319703577,2016-03-29,5643,3.78999996185303,3.78999996185303,0,0.230000004172325,0.330000013113022,3.23000001907349,0,3,8,199,683,1958,Dienstag,NA,NA,NA
4319703577,2016-04-05,8359,5.63000011444092,5.63000011444092,0,0.230000004172325,0.529999971389771,4.86999988555908,0,3,14,311,638,2201,Dienstag,NA,NA,NA
4388161847,2016-03-29,0,0,0,0,0,0,0,0,0,0,0,1440,1878,Dienstag,NA,NA,NA
4388161847,2016-04-05,0,0,0,0,0,0,0,0,0,0,0,994,1296,Dienstag,NA,NA,NA
4445114986,2016-03-29,2303,1.54999995231628,1.54999995231628,0,0,0,1.54999995231628,0,0,0,155,807,2010,Dienstag,NA,NA,NA
4445114986,2016-04-05,4239,2.83999991416931,2.83999991416931,0,0.0599999986588955,0.239999994635582,2.52999997138977,0,1,6,235,702,2217,Dienstag,NA,NA,NA
4445114986,2016-04-12,278,0.189999997615814,0.189999997615814,0,0,0,0.189999997615814,0,0,0,20,253,745,Dienstag,2,429,457
4558609924,2016-04-05,6799,4.48999977111816,4.48999977111816,0,1.5900000333786,0.860000014305115,2.03999996185303,0,24,14,185,1217,1876,Dienstag,NA,NA,NA
4558609924,2016-04-12,1260,0.829999983310699,0.829999983310699,0,0,0,0.819999992847443,0,0,0,76,555,722,Dienstag,NA,NA,NA
4702921684,2016-03-29,6506,5.28000020980835,5.28000020980835,0,0.330000013113022,0.270000010728836,4.67000007629395,0,4,5,241,760,2886,Dienstag,NA,NA,NA
4702921684,2016-04-05,6670,5.40999984741211,5.40999984741211,0,1.24000000953674,0.800000011920929,3.36999988555908,0,15,16,199,770,2848,Dienstag,NA,NA,NA
4702921684,2016-04-12,0,0,0,0,0,0,0,0,0,0,0,1440,0,Dienstag,1,425,439
5553957443,2016-04-05,11306,7.38000011444092,7.38000011444092,0,2.30999994277954,0.980000019073486,4.09000015258789,0,40,26,218,772,2086,Dienstag,NA,NA,NA
5553957443,2016-04-12,3436,2.24000000953674,2.24000000953674,0,0.5,0.670000016689301,1.04999995231628,0,7,11,50,61,633,Dienstag,1,441,464
5577150313,2016-04-05,8964,6.69999980926514,6.69999980926514,0,3.97000002861023,0.189999997615814,2.52999997138977,0,107,18,145,756,3597,Dienstag,NA,NA,NA
6117666160,2016-04-05,9910,7.48000001907349,7.48000001907349,0,0,0,7.48000001907349,0,0,0,384,990,2445,Dienstag,NA,NA,NA
6290855005,2016-04-05,0,0,0,0,0,0,0,0,0,0,0,1440,2060,Dienstag,NA,NA,NA
6391747486,2016-04-05,9766,7.51000022888184,0.779999971389771,6.72705698013306,0,0.0500000007450581,7.46000003814697,0,0,6,301,1133,2442,Dienstag,NA,NA,NA
6775888955,2016-04-05,9348,6.69999980926514,6.69999980926514,0,1.12999999523163,2.03999996185303,3.14000010490417,0,56,133,240,1011,4286,Dienstag,NA,NA,NA
6962181067,2016-04-05,12010,7.94000005722046,7.94000005722046,0,2.38000011444092,0.949999988079071,4.6100001335144,0,38,17,287,692,2158,Dienstag,NA,NA,NA
6962181067,2016-04-12,5893,3.90000009536743,3.90000009536743,0,2.88000011444092,0.560000002384186,0.46000000834465,0,43,9,48,146,917,Dienstag,1,366,387
7007744171,2016-04-05,12084,9.14000034332275,8.07999992370605,4.83638000488281,4.3899998664856,0.46000000834465,4.28999996185303,0,50,6,284,1030,2676,Dienstag,NA,NA,NA
7007744171,2016-04-12,7413,5.76999998092651,4.96000003814697,4.8697829246521,4.5,0.340000003576279,0.939999997615814,0,53,6,43,405,1023,Dienstag,NA,NA,NA
7086361926,2016-04-05,7478,4.98999977111816,4.98999977111816,0,1.79999995231628,0.529999971389771,2.60999989509583,0.0299999993294477,25,33,132,1159,2439,Dienstag,NA,NA,NA
7086361926,2016-04-12,430,0.259999990463257,0.259999990463257,0,0,0,0.259999990463257,0,0,0,14,75,625,Dienstag,1,514,525
8053475328,2016-04-05,17167,13.4099998474121,13.4099998474121,0,9.96000003814697,0.310000002384186,3.14000010490417,0,98,8,184,1150,3167,Dienstag,NA,NA,NA
8053475328,2016-04-12,290,0.209999993443489,0.209999993443489,0,0,0,0.209999993443489,0,0,0,16,599,791,Dienstag,NA,NA,NA
8253242879,2016-04-05,0,0,0,0,0,0,0,0,0,0,0,1440,1429,Dienstag,NA,NA,NA
8253242879,2016-04-12,0,0,0,0,0,0,0,0,0,0,0,1440,0,Dienstag,NA,NA,NA
8378563200,2016-04-05,12846,10.1899995803833,10.1899995803833,2.25308108329773,5,0.75,4.44000005722046,0,113,15,189,686,4128,Dienstag,NA,NA,NA
8378563200,2016-04-12,3246,2.5699999332428,2.5699999332428,2.25308108329773,0.829999983310699,0.709999978542328,1.02999997138977,0,65,15,49,243,1882,Dienstag,1,338,356
8583815059,2016-04-05,6835,5.32999992370605,5.32999992370605,0,0.370000004768372,0.730000019073486,4.23999977111816,0,5,15,212,1208,2786,Dienstag,NA,NA,NA
8792009665,2016-04-05,2332,1.49000000953674,1.49000000953674,0,0.00999999977648258,0.180000007152557,1.29999995231628,0,1,10,111,904,2100,Dienstag,NA,NA,NA
8792009665,2016-04-12,20,0.00999999977648258,0.00999999977648258,0,0,0,0.00999999977648258,0,0,0,6,598,728,Dienstag,1,458,493
8877689391,2016-04-05,10695,8.11999988555908,8.11999988555908,0,0.769999980926514,0.180000007152557,7.09000015258789,0.00999999977648258,10,3,246,1181,2834,Dienstag,NA,NA,NA
8877689391,2016-04-12,2350,1.77999997138977,1.77999997138977,0,0,0,1.77999997138977,0,0,0,58,531,938,Dienstag,NA,NA,NA
1503960366,2016-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dienstag,1,304,320
1503960366,2016-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dienstag,1,245,274
1503960366,2016-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dienstag,1,273,296
1503960366,2016-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dienstag,1,383,403
1927972279,2016-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dienstag,1,296,315
