id,date,calories,weekday,step_total,sleep_minutes
1503960366,2016-03-13T08:00:00Z,56,Sonntag,73,47
1503960366,2016-03-13T09:00:00Z,189,Sonntag,2850,NA
1503960366,2016-03-13T10:00:00Z,270,Sonntag,4854,NA
1503960366,2016-03-13T11:00:00Z,52,Sonntag,24,NA
1503960366,2016-03-13T12:00:00Z,66,Sonntag,118,NA
1503960366,2016-03-13T13:00:00Z,57,Sonntag,19,NA
1503960366,2016-03-13T14:00:00Z,89,Sonntag,510,NA
1503960366,2016-03-13T15:00:00Z,91,Sonntag,510,NA
1503960366,2016-03-13T16:00:00Z,61,Sonntag,96,NA
1503960366,2016-03-13T17:00:00Z,237,Sonntag,4100,NA
1503960366,2016-03-13T18:00:00Z,146,Sonntag,1756,NA
1503960366,2016-03-13T19:00:00Z,87,Sonntag,477,NA
1503960366,2016-03-13T20:00:00Z,66,Sonntag,147,NA
1503960366,2016-03-13T21:00:00Z,72,Sonntag,214,NA
1503960366,2016-03-13T22:00:00Z,118,Sonntag,1286,NA
1503960366,2016-03-13T23:00:00Z,56,Montag,54,NA
1503960366,2016-03-14T00:00:00Z,54,Montag,53,34
1503960366,2016-03-14T01:00:00Z,49,Montag,0,60
1503960366,2016-03-14T02:00:00Z,48,Montag,0,60
1503960366,2016-03-14T03:00:00Z,48,Montag,0,60
1503960366,2016-03-14T04:00:00Z,49,Montag,0,60
1503960366,2016-03-14T05:00:00Z,48,Montag,0,60
1503960366,2016-03-14T06:00:00Z,53,Montag,53,60
1503960366,2016-03-14T07:00:00Z,68,Montag,212,NA
1503960366,2016-03-14T08:00:00Z,199,Montag,2832,NA
1503960366,2016-03-14T09:00:00Z,59,Montag,43,NA
1503960366,2016-03-14T10:00:00Z,72,Montag,220,NA
1503960366,2016-03-14T11:00:00Z,66,Montag,181,NA
1503960366,2016-03-14T12:00:00Z,54,Montag,12,NA
1503960366,2016-03-14T13:00:00Z,59,Montag,44,NA
1503960366,2016-03-14T14:00:00Z,71,Montag,205,NA
1503960366,2016-03-14T15:00:00Z,68,Montag,152,NA
1503960366,2016-03-14T16:00:00Z,76,Montag,226,NA
1503960366,2016-03-14T17:00:00Z,96,Montag,516,NA
1503960366,2016-03-14T18:00:00Z,100,Montag,559,NA
1503960366,2016-03-14T19:00:00Z,124,Montag,1104,NA
1503960366,2016-03-14T20:00:00Z,67,Montag,252,NA
1503960366,2016-03-14T21:00:00Z,48,Montag,0,NA
1503960366,2016-03-14T22:00:00Z,198,Montag,3305,NA
1503960366,2016-03-14T23:00:00Z,56,Dienstag,33,NA
1503960366,2016-03-15T00:00:00Z,55,Dienstag,20,NA
1503960366,2016-03-15T01:00:00Z,54,Dienstag,60,38
1503960366,2016-03-15T02:00:00Z,48,Dienstag,0,60
1503960366,2016-03-15T03:00:00Z,49,Dienstag,7,60
1503960366,2016-03-15T04:00:00Z,48,Dienstag,0,60
1503960366,2016-03-15T05:00:00Z,49,Dienstag,4,60
1503960366,2016-03-15T06:00:00Z,49,Dienstag,11,60
1503960366,2016-03-15T07:00:00Z,91,Dienstag,470,15
1503960366,2016-03-15T08:00:00Z,148,Dienstag,1967,NA
1503960366,2016-03-15T09:00:00Z,92,Dienstag,729,NA
1503960366,2016-03-15T10:00:00Z,104,Dienstag,659,NA
1503960366,2016-03-15T11:00:00Z,142,Dienstag,1787,NA
1503960366,2016-03-15T12:00:00Z,77,Dienstag,333,NA
1503960366,2016-03-15T13:00:00Z,107,Dienstag,980,NA
1503960366,2016-03-15T14:00:00Z,77,Dienstag,371,NA
1503960366,2016-03-15T15:00:00Z,96,Dienstag,605,NA
1503960366,2016-03-15T16:00:00Z,90,Dienstag,623,NA
1503960366,2016-03-15T17:00:00Z,82,Dienstag,467,NA
1503960366,2016-03-15T18:00:00Z,75,Dienstag,282,NA
1503960366,2016-03-15T19:00:00Z,207,Dienstag,3319,NA
1503960366,2016-03-15T20:00:00Z,131,Dienstag,1558,NA
1503960366,2016-03-15T21:00:00Z,108,Dienstag,786,NA
1503960366,2016-03-15T22:00:00Z,76,Dienstag,313,NA
1503960366,2016-03-15T23:00:00Z,48,Mittwoch,0,NA
1503960366,2016-03-16T00:00:00Z,48,Mittwoch,0,NA
1503960366,2016-03-16T01:00:00Z,50,Mittwoch,4,NA
1503960366,2016-03-16T02:00:00Z,48,Mittwoch,0,50
1503960366,2016-03-16T03:00:00Z,48,Mittwoch,0,60
1503960366,2016-03-16T04:00:00Z,49,Mittwoch,0,60
1503960366,2016-03-16T05:00:00Z,48,Mittwoch,0,60
1503960366,2016-03-16T06:00:00Z,56,Mittwoch,70,60
1503960366,2016-03-16T07:00:00Z,91,Mittwoch,490,16
1503960366,2016-03-16T08:00:00Z,125,Mittwoch,1513,NA
1503960366,2016-03-16T09:00:00Z,73,Mittwoch,224,NA
1503960366,2016-03-16T10:00:00Z,105,Mittwoch,874,NA
1503960366,2016-03-16T11:00:00Z,124,Mittwoch,1451,NA
1503960366,2016-03-16T12:00:00Z,79,Mittwoch,329,NA
1503960366,2016-03-16T13:00:00Z,61,Mittwoch,61,NA
1503960366,2016-03-16T14:00:00Z,86,Mittwoch,456,NA
1503960366,2016-03-16T15:00:00Z,103,Mittwoch,775,NA
1503960366,2016-03-16T16:00:00Z,122,Mittwoch,1446,NA
1503960366,2016-03-16T17:00:00Z,166,Mittwoch,2407,NA
1503960366,2016-03-16T18:00:00Z,59,Mittwoch,103,18
1503960366,2016-03-16T19:00:00Z,72,Mittwoch,447,47
1503960366,2016-03-16T20:00:00Z,146,Mittwoch,2120,NA
1503960366,2016-03-16T21:00:00Z,78,Mittwoch,273,NA
1503960366,2016-03-16T22:00:00Z,82,Mittwoch,455,NA
1503960366,2016-03-16T23:00:00Z,70,Donnerstag,263,NA
1503960366,2016-03-17T00:00:00Z,50,Donnerstag,23,48
1503960366,2016-03-17T01:00:00Z,49,Donnerstag,7,60
1503960366,2016-03-17T02:00:00Z,48,Donnerstag,0,60
1503960366,2016-03-17T03:00:00Z,48,Donnerstag,0,60
1503960366,2016-03-17T04:00:00Z,48,Donnerstag,0,60
1503960366,2016-03-17T05:00:00Z,49,Donnerstag,0,60
1503960366,2016-03-17T06:00:00Z,50,Donnerstag,6,60
1503960366,2016-03-17T07:00:00Z,67,Donnerstag,210,44
1503960366,2016-03-17T08:00:00Z,125,Donnerstag,1530,NA
1503960366,2016-03-17T09:00:00Z,69,Donnerstag,124,NA
1503960366,2016-03-17T10:00:00Z,148,Donnerstag,1803,NA
1503960366,2016-03-17T11:00:00Z,70,Donnerstag,113,NA
1503960366,2016-03-17T12:00:00Z,113,Donnerstag,1124,NA
1503960366,2016-03-17T13:00:00Z,119,Donnerstag,1160,NA
1503960366,2016-03-17T14:00:00Z,86,Donnerstag,409,NA
1503960366,2016-03-17T15:00:00Z,94,Donnerstag,631,NA
1503960366,2016-03-17T16:00:00Z,66,Donnerstag,203,NA
1503960366,2016-03-17T17:00:00Z,76,Donnerstag,396,NA
1503960366,2016-03-17T18:00:00Z,158,Donnerstag,2165,NA
1503960366,2016-03-17T19:00:00Z,75,Donnerstag,147,NA
1503960366,2016-03-17T20:00:00Z,146,Donnerstag,2016,NA
1503960366,2016-03-17T21:00:00Z,97,Donnerstag,521,NA
1503960366,2016-03-17T22:00:00Z,118,Donnerstag,1176,NA
1503960366,2016-03-17T23:00:00Z,76,Freitag,389,NA
1503960366,2016-03-18T00:00:00Z,58,Freitag,112,25
1503960366,2016-03-18T01:00:00Z,48,Freitag,0,60
1503960366,2016-03-18T02:00:00Z,48,Freitag,0,60
1503960366,2016-03-18T03:00:00Z,48,Freitag,0,60
1503960366,2016-03-18T04:00:00Z,49,Freitag,4,60
1503960366,2016-03-18T05:00:00Z,51,Freitag,19,60
1503960366,2016-03-18T06:00:00Z,49,Freitag,0,60
1503960366,2016-03-18T07:00:00Z,67,Freitag,172,40
1503960366,2016-03-18T08:00:00Z,147,Freitag,1952,NA
1503960366,2016-03-18T09:00:00Z,73,Freitag,279,NA
1503960366,2016-03-18T10:00:00Z,72,Freitag,207,NA
1503960366,2016-03-18T11:00:00Z,64,Freitag,145,NA
1503960366,2016-03-18T12:00:00Z,68,Freitag,242,NA
1503960366,2016-03-18T13:00:00Z,207,Freitag,3160,NA
1503960366,2016-03-18T14:00:00Z,101,Freitag,852,NA
1503960366,2016-03-18T15:00:00Z,76,Freitag,270,NA
1503960366,2016-03-18T16:00:00Z,59,Freitag,24,NA
1503960366,2016-03-18T17:00:00Z,82,Freitag,444,NA
1503960366,2016-03-18T18:00:00Z,238,Freitag,4093,NA
1503960366,2016-03-18T19:00:00Z,121,Freitag,1445,NA
1503960366,2016-03-18T20:00:00Z,72,Freitag,332,NA
1503960366,2016-03-18T21:00:00Z,54,Freitag,13,NA
1503960366,2016-03-18T22:00:00Z,74,Freitag,390,NA
1503960366,2016-03-18T23:00:00Z,57,Samstag,138,57
1503960366,2016-03-19T00:00:00Z,48,Samstag,0,60
1503960366,2016-03-19T01:00:00Z,48,Samstag,0,60
1503960366,2016-03-19T02:00:00Z,49,Samstag,10,60
1503960366,2016-03-19T03:00:00Z,48,Samstag,0,60
1503960366,2016-03-19T04:00:00Z,48,Samstag,0,60
1503960366,2016-03-19T05:00:00Z,49,Samstag,0,60
1503960366,2016-03-19T06:00:00Z,52,Samstag,53,58
1503960366,2016-03-19T07:00:00Z,92,Samstag,538,NA
1503960366,2016-03-19T08:00:00Z,216,Samstag,3454,NA
1503960366,2016-03-19T09:00:00Z,148,Samstag,2106,NA
1503960366,2016-03-19T10:00:00Z,130,Samstag,1307,NA
1503960366,2016-03-19T11:00:00Z,109,Samstag,909,NA
1503960366,2016-03-19T12:00:00Z,74,Samstag,303,NA
1503960366,2016-03-19T13:00:00Z,71,Samstag,150,NA
1503960366,2016-03-19T14:00:00Z,61,Samstag,123,NA
1503960366,2016-03-19T15:00:00Z,63,Samstag,127,NA
1503960366,2016-03-19T16:00:00Z,69,Samstag,198,NA
1503960366,2016-03-19T17:00:00Z,58,Samstag,50,NA
1503960366,2016-03-19T18:00:00Z,92,Samstag,533,NA
1503960366,2016-03-19T19:00:00Z,86,Samstag,433,NA
1503960366,2016-03-19T20:00:00Z,58,Samstag,75,NA
1503960366,2016-03-19T21:00:00Z,97,Samstag,850,NA
1503960366,2016-03-19T22:00:00Z,234,Samstag,4067,NA
1503960366,2016-03-19T23:00:00Z,64,Sonntag,115,NA
1503960366,2016-03-20T00:00:00Z,49,Sonntag,0,55
1503960366,2016-03-20T01:00:00Z,48,Sonntag,0,60
1503960366,2016-03-20T02:00:00Z,48,Sonntag,0,60
1503960366,2016-03-20T03:00:00Z,48,Sonntag,0,60
1503960366,2016-03-20T04:00:00Z,48,Sonntag,0,60
1503960366,2016-03-20T05:00:00Z,48,Sonntag,0,60
1503960366,2016-03-20T06:00:00Z,48,Sonntag,0,60
1503960366,2016-03-20T07:00:00Z,48,Sonntag,0,60
1503960366,2016-03-20T08:00:00Z,119,Sonntag,1109,4
1503960366,2016-03-20T09:00:00Z,294,Sonntag,5000,NA
1503960366,2016-03-20T10:00:00Z,121,Sonntag,1117,NA
1503960366,2016-03-20T11:00:00Z,82,Sonntag,312,NA
1503960366,2016-03-20T12:00:00Z,80,Sonntag,343,NA
1503960366,2016-03-20T13:00:00Z,96,Sonntag,578,NA
1503960366,2016-03-20T14:00:00Z,109,Sonntag,876,NA
1503960366,2016-03-20T15:00:00Z,116,Sonntag,1373,NA
1503960366,2016-03-20T16:00:00Z,142,Sonntag,1841,NA
1503960366,2016-03-20T17:00:00Z,104,Sonntag,638,NA
1503960366,2016-03-20T18:00:00Z,109,Sonntag,718,NA
1503960366,2016-03-20T19:00:00Z,76,Sonntag,421,NA
1503960366,2016-03-20T20:00:00Z,55,Sonntag,78,NA
1503960366,2016-03-20T21:00:00Z,57,Sonntag,57,NA
1503960366,2016-03-20T22:00:00Z,87,Sonntag,552,NA
1503960366,2016-03-20T23:00:00Z,58,Montag,97,NA
1503960366,2016-03-21T00:00:00Z,48,Montag,0,54
1503960366,2016-03-21T01:00:00Z,48,Montag,0,60
1503960366,2016-03-21T02:00:00Z,50,Montag,11,60
1503960366,2016-03-21T03:00:00Z,48,Montag,0,60
1503960366,2016-03-21T04:00:00Z,48,Montag,0,60
1503960366,2016-03-21T05:00:00Z,48,Montag,0,60
1503960366,2016-03-21T06:00:00Z,56,Montag,55,60
1503960366,2016-03-21T07:00:00Z,116,Montag,1114,23
1503960366,2016-03-21T08:00:00Z,104,Montag,1113,NA
1503960366,2016-03-21T09:00:00Z,79,Montag,308,NA
1503960366,2016-03-21T10:00:00Z,82,Montag,467,NA
1503960366,2016-03-21T11:00:00Z,142,Montag,1884,NA
1503960366,2016-03-21T12:00:00Z,67,Montag,184,NA
1503960366,2016-03-21T13:00:00Z,79,Montag,298,NA
1503960366,2016-03-21T14:00:00Z,83,Montag,497,NA
1503960366,2016-03-21T15:00:00Z,83,Montag,355,NA
1503960366,2016-03-21T16:00:00Z,99,Montag,588,NA
1503960366,2016-03-21T17:00:00Z,132,Montag,1564,NA
1503960366,2016-03-21T18:00:00Z,79,Montag,396,NA
1503960366,2016-03-21T19:00:00Z,67,Montag,99,NA
1503960366,2016-03-21T20:00:00Z,70,Montag,172,NA
1503960366,2016-03-21T21:00:00Z,81,Montag,371,NA
1503960366,2016-03-21T22:00:00Z,79,Montag,447,NA
1503960366,2016-03-21T23:00:00Z,47,Dienstag,0,NA
1503960366,2016-03-22T00:00:00Z,47,Dienstag,0,NA
1503960366,2016-03-22T01:00:00Z,47,Dienstag,0,NA
1503960366,2016-03-22T02:00:00Z,47,Dienstag,0,NA
1503960366,2016-03-22T03:00:00Z,47,Dienstag,0,NA
1503960366,2016-03-22T04:00:00Z,47,Dienstag,0,NA
1503960366,2016-03-22T05:00:00Z,47,Dienstag,0,NA
1503960366,2016-03-22T06:00:00Z,47,Dienstag,0,NA
1503960366,2016-03-22T07:00:00Z,50,Dienstag,34,NA
1503960366,2016-03-22T08:00:00Z,135,Dienstag,1732,NA
1503960366,2016-03-22T09:00:00Z,90,Dienstag,497,NA
1503960366,2016-03-22T10:00:00Z,76,Dienstag,296,NA
1503960366,2016-03-22T11:00:00Z,78,Dienstag,322,NA
1503960366,2016-03-22T12:00:00Z,95,Dienstag,657,NA
1503960366,2016-03-22T13:00:00Z,134,Dienstag,1657,NA
1503960366,2016-03-22T14:00:00Z,80,Dienstag,455,NA
1503960366,2016-03-22T15:00:00Z,71,Dienstag,278,NA
1503960366,2016-03-22T16:00:00Z,107,Dienstag,953,NA
1503960366,2016-03-22T17:00:00Z,109,Dienstag,1123,NA
1503960366,2016-03-22T18:00:00Z,120,Dienstag,1479,NA
1503960366,2016-03-22T19:00:00Z,83,Dienstag,366,NA
1503960366,2016-03-22T20:00:00Z,74,Dienstag,349,NA
1503960366,2016-03-22T21:00:00Z,265,Dienstag,4587,NA
1503960366,2016-03-22T22:00:00Z,71,Dienstag,351,NA
1503960366,2016-03-22T23:00:00Z,53,Mittwoch,14,NA
1503960366,2016-03-23T00:00:00Z,53,Mittwoch,50,NA
1503960366,2016-03-23T01:00:00Z,54,Mittwoch,29,29
1503960366,2016-03-23T02:00:00Z,47,Mittwoch,0,60
1503960366,2016-03-23T03:00:00Z,47,Mittwoch,0,60
1503960366,2016-03-23T04:00:00Z,48,Mittwoch,0,60
1503960366,2016-03-23T05:00:00Z,48,Mittwoch,0,60
1503960366,2016-03-23T06:00:00Z,56,Mittwoch,82,46
1503960366,2016-03-23T07:00:00Z,89,Mittwoch,534,NA
1503960366,2016-03-23T08:00:00Z,133,Mittwoch,1623,NA
1503960366,2016-03-23T09:00:00Z,85,Mittwoch,504,NA
1503960366,2016-03-23T10:00:00Z,83,Mittwoch,414,NA
1503960366,2016-03-23T11:00:00Z,81,Mittwoch,411,NA
1503960366,2016-03-23T12:00:00Z,114,Mittwoch,1226,NA
1503960366,2016-03-23T13:00:00Z,176,Mittwoch,2674,NA
1503960366,2016-03-23T14:00:00Z,71,Mittwoch,236,NA
1503960366,2016-03-23T15:00:00Z,81,Mittwoch,383,NA
1503960366,2016-03-23T16:00:00Z,78,Mittwoch,411,NA
1503960366,2016-03-23T17:00:00Z,70,Mittwoch,325,NA
1503960366,2016-03-23T18:00:00Z,183,Mittwoch,2937,NA
1503960366,2016-03-23T19:00:00Z,113,Mittwoch,1086,NA
1503960366,2016-03-23T20:00:00Z,57,Mittwoch,61,NA
1503960366,2016-03-23T21:00:00Z,65,Mittwoch,119,NA
1503960366,2016-03-23T22:00:00Z,81,Mittwoch,413,NA
1503960366,2016-03-23T23:00:00Z,82,Donnerstag,311,NA
1503960366,2016-03-24T00:00:00Z,48,Donnerstag,0,NA
1503960366,2016-03-24T01:00:00Z,50,Donnerstag,7,31
1503960366,2016-03-24T02:00:00Z,49,Donnerstag,8,60
1503960366,2016-03-24T03:00:00Z,47,Donnerstag,0,60
1503960366,2016-03-24T04:00:00Z,49,Donnerstag,8,60
1503960366,2016-03-24T05:00:00Z,48,Donnerstag,0,60
1503960366,2016-03-24T06:00:00Z,52,Donnerstag,29,60
1503960366,2016-03-24T07:00:00Z,100,Donnerstag,553,25
1503960366,2016-03-24T08:00:00Z,149,Donnerstag,2041,NA
1503960366,2016-03-24T09:00:00Z,66,Donnerstag,90,NA
1503960366,2016-03-24T10:00:00Z,63,Donnerstag,63,NA
1503960366,2016-03-24T11:00:00Z,115,Donnerstag,1180,NA
1503960366,2016-03-24T12:00:00Z,104,Donnerstag,770,NA
1503960366,2016-03-24T13:00:00Z,123,Donnerstag,1320,NA
1503960366,2016-03-24T14:00:00Z,84,Donnerstag,504,NA
1503960366,2016-03-24T15:00:00Z,84,Donnerstag,210,NA
1503960366,2016-03-24T16:00:00Z,84,Donnerstag,526,NA
1503960366,2016-03-24T17:00:00Z,61,Donnerstag,66,NA
1503960366,2016-03-24T18:00:00Z,59,Donnerstag,75,NA
1503960366,2016-03-24T19:00:00Z,225,Donnerstag,3858,NA
1503960366,2016-03-24T20:00:00Z,114,Donnerstag,1090,NA
1503960366,2016-03-24T21:00:00Z,64,Donnerstag,185,NA
1503960366,2016-03-24T22:00:00Z,71,Donnerstag,294,NA
1503960366,2016-03-24T23:00:00Z,53,Freitag,42,NA
1503960366,2016-03-25T00:00:00Z,58,Freitag,126,4
1503960366,2016-03-25T01:00:00Z,49,Freitag,5,60
1503960366,2016-03-25T02:00:00Z,49,Freitag,7,60
1503960366,2016-03-25T03:00:00Z,48,Freitag,0,60
1503960366,2016-03-25T04:00:00Z,48,Freitag,0,60
1503960366,2016-03-25T05:00:00Z,48,Freitag,0,60
1503960366,2016-03-25T06:00:00Z,52,Freitag,40,60
1503960366,2016-03-25T07:00:00Z,90,Freitag,565,32
1503960366,2016-03-25T08:00:00Z,125,Freitag,1545,NA
1503960366,2016-03-25T09:00:00Z,76,Freitag,309,NA
1503960366,2016-03-25T10:00:00Z,111,Freitag,1226,NA
1503960366,2016-03-25T11:00:00Z,61,Freitag,78,NA
1503960366,2016-03-25T12:00:00Z,63,Freitag,187,NA
1503960366,2016-03-25T13:00:00Z,77,Freitag,419,NA
1503960366,2016-03-25T14:00:00Z,54,Freitag,0,NA
1503960366,2016-03-25T15:00:00Z,82,Freitag,427,NA
1503960366,2016-03-25T16:00:00Z,77,Freitag,435,NA
1503960366,2016-03-25T17:00:00Z,70,Freitag,238,NA
1503960366,2016-03-25T18:00:00Z,62,Freitag,135,NA
1503960366,2016-03-25T19:00:00Z,171,Freitag,2590,NA
1503960366,2016-03-25T20:00:00Z,164,Freitag,2390,NA
1503960366,2016-03-25T21:00:00Z,69,Freitag,151,NA
1503960366,2016-03-25T22:00:00Z,62,Freitag,89,NA
1503960366,2016-03-25T23:00:00Z,53,Samstag,16,NA
1503960366,2016-03-26T00:00:00Z,63,Samstag,179,5
1503960366,2016-03-26T01:00:00Z,47,Samstag,0,60
1503960366,2016-03-26T02:00:00Z,51,Samstag,19,60
1503960366,2016-03-26T03:00:00Z,48,Samstag,0,60
1503960366,2016-03-26T04:00:00Z,48,Samstag,0,60
1503960366,2016-03-26T05:00:00Z,48,Samstag,0,60
1503960366,2016-03-26T06:00:00Z,48,Samstag,0,60
1503960366,2016-03-26T07:00:00Z,48,Samstag,0,60
1503960366,2016-03-26T08:00:00Z,58,Samstag,69,35
1503960366,2016-03-26T09:00:00Z,82,Samstag,394,NA
1503960366,2016-03-26T10:00:00Z,62,Samstag,145,NA
1503960366,2016-03-26T11:00:00Z,69,Samstag,152,NA
1503960366,2016-03-26T12:00:00Z,82,Samstag,393,NA
1503960366,2016-03-26T13:00:00Z,92,Samstag,759,NA
1503960366,2016-03-26T14:00:00Z,103,Samstag,828,NA
1503960366,2016-03-26T15:00:00Z,304,Samstag,5564,NA
1503960366,2016-03-26T16:00:00Z,197,Samstag,3053,NA
1503960366,2016-03-26T17:00:00Z,226,Samstag,3785,NA
1503960366,2016-03-26T18:00:00Z,75,Samstag,323,NA
1503960366,2016-03-26T19:00:00Z,71,Samstag,207,NA
1503960366,2016-03-26T20:00:00Z,76,Samstag,252,NA
1503960366,2016-03-26T21:00:00Z,110,Samstag,785,NA
1503960366,2016-03-26T22:00:00Z,93,Samstag,686,20
1503960366,2016-03-26T23:00:00Z,52,Sonntag,57,50
1503960366,2016-03-27T00:00:00Z,56,Sonntag,121,57
1503960366,2016-03-27T01:00:00Z,48,Sonntag,0,52
1503960366,2016-03-27T02:00:00Z,47,Sonntag,0,60
1503960366,2016-03-27T03:00:00Z,48,Sonntag,0,60
1503960366,2016-03-27T04:00:00Z,49,Sonntag,9,60
1503960366,2016-03-27T05:00:00Z,50,Sonntag,8,60
1503960366,2016-03-27T06:00:00Z,48,Sonntag,0,60
1503960366,2016-03-27T07:00:00Z,81,Sonntag,393,3
1503960366,2016-03-27T08:00:00Z,299,Sonntag,5033,NA
1503960366,2016-03-27T09:00:00Z,67,Sonntag,321,NA
1503960366,2016-03-27T10:00:00Z,61,Sonntag,100,NA
1503960366,2016-03-27T11:00:00Z,96,Sonntag,684,NA
1503960366,2016-03-27T12:00:00Z,95,Sonntag,652,NA
1503960366,2016-03-27T13:00:00Z,66,Sonntag,255,NA
1503960366,2016-03-27T14:00:00Z,61,Sonntag,99,NA
1503960366,2016-03-27T15:00:00Z,76,Sonntag,214,NA
1503960366,2016-03-27T16:00:00Z,92,Sonntag,540,NA
1503960366,2016-03-27T17:00:00Z,191,Sonntag,2887,NA
1503960366,2016-03-27T18:00:00Z,84,Sonntag,372,NA
1503960366,2016-03-27T19:00:00Z,90,Sonntag,461,NA
1503960366,2016-03-27T20:00:00Z,76,Sonntag,367,NA
1503960366,2016-03-27T21:00:00Z,63,Sonntag,163,NA
1503960366,2016-03-27T22:00:00Z,63,Montag,152,20
1503960366,2016-03-27T23:00:00Z,50,Montag,16,60
1503960366,2016-03-28T00:00:00Z,47,Montag,0,NA
1503960366,2016-03-28T01:00:00Z,47,Montag,0,NA
1503960366,2016-03-28T02:00:00Z,47,Montag,0,NA
1503960366,2016-03-28T03:00:00Z,47,Montag,0,NA
1503960366,2016-03-28T04:00:00Z,47,Montag,0,NA
1503960366,2016-03-28T05:00:00Z,47,Montag,0,NA
1503960366,2016-03-28T06:00:00Z,55,Montag,91,NA
1503960366,2016-03-28T07:00:00Z,140,Montag,1801,NA
1503960366,2016-03-28T08:00:00Z,68,Montag,209,NA
1503960366,2016-03-28T09:00:00Z,70,Montag,242,NA
1503960366,2016-03-28T10:00:00Z,69,Montag,198,NA
1503960366,2016-03-28T11:00:00Z,207,Montag,3422,NA
1503960366,2016-03-28T12:00:00Z,105,Montag,1116,NA
1503960366,2016-03-28T13:00:00Z,72,Montag,281,NA
1503960366,2016-03-28T14:00:00Z,68,Montag,228,NA
1503960366,2016-03-28T15:00:00Z,71,Montag,135,NA
1503960366,2016-03-28T16:00:00Z,78,Montag,252,NA
1503960366,2016-03-28T17:00:00Z,209,Montag,3298,NA
1503960366,2016-03-28T18:00:00Z,99,Montag,872,NA
1503960366,2016-03-28T19:00:00Z,62,Montag,81,NA
1503960366,2016-03-28T20:00:00Z,69,Montag,196,NA
1503960366,2016-03-28T21:00:00Z,94,Montag,641,NA
1503960366,2016-03-28T22:00:00Z,51,Dienstag,0,NA
1503960366,2016-03-28T23:00:00Z,68,Dienstag,242,NA
1503960366,2016-03-29T00:00:00Z,50,Dienstag,15,56
1503960366,2016-03-29T01:00:00Z,48,Dienstag,0,60
1503960366,2016-03-29T02:00:00Z,47,Dienstag,0,60
1503960366,2016-03-29T03:00:00Z,49,Dienstag,6,60
1503960366,2016-03-29T04:00:00Z,49,Dienstag,21,60
1503960366,2016-03-29T05:00:00Z,52,Dienstag,53,60
1503960366,2016-03-29T06:00:00Z,65,Dienstag,185,35
1503960366,2016-03-29T07:00:00Z,132,Dienstag,1580,NA
1503960366,2016-03-29T08:00:00Z,84,Dienstag,446,NA
1503960366,2016-03-29T09:00:00Z,102,Dienstag,869,NA
1503960366,2016-03-29T10:00:00Z,62,Dienstag,147,NA
1503960366,2016-03-29T11:00:00Z,113,Dienstag,1158,NA
1503960366,2016-03-29T12:00:00Z,65,Dienstag,243,NA
1503960366,2016-03-29T13:00:00Z,79,Dienstag,413,NA
1503960366,2016-03-29T14:00:00Z,80,Dienstag,348,NA
1503960366,2016-03-29T15:00:00Z,74,Dienstag,288,NA
1503960366,2016-03-29T16:00:00Z,90,Dienstag,535,NA
1503960366,2016-03-29T17:00:00Z,82,Dienstag,198,NA
1503960366,2016-03-29T18:00:00Z,214,Dienstag,3559,NA
1503960366,2016-03-29T19:00:00Z,105,Dienstag,1034,NA
